,Author,Title,Citations,Year,Source
5,远， 雍静,电力扰动数据分析学——电能质量监测数据的新应用,12,2013,http://www.cqvip.com/qk/90021x/201319/46273958.html
6,"Gao, EC Kara, S Giri, M Bergés",A feasibility study of automated plug-load identification from high-frequency measurements,6,2015,http://ieeexplore.ieee.org/abstract/document/7418189/
7,"Temneanu, AS Ardeleanu",Hardware and software architecture of a smart meter based on electrical signature analysis,5,2013,http://ieeexplore.ieee.org/abstract/document/6563499/
8,"Egarter, M Pöchacker, W Elmenreich",Complexity of power draws for load disaggregation,5,2015,https://arxiv.org/abs/1501.02954
9,"M Cheng, SKK Ng, J Liang…",An alternative use of power quality information-Load signature studies & applications,5,2012,http://ieeexplore.ieee.org/abstract/document/6381297/
0,"Gündüz, J Gome",Information theoretic privacy for smart meters,5,2013,http://ieeexplore.ieee.org/abstract/document/6503006/
1,"Rottondi, G Verticale",Privacy-friendly load scheduling of deferrable and interruptible domestic appliances in Smart Grids,5,2015,http://www.sciencedirect.com/science/article/pii/S0140366414002825
2," Chang, MC Lee, WJ Lee…",Feature extraction-based hellinger distance algorithm for nonintrusive aging load identification in residential buildings,5,2016,http://ieeexplore.ieee.org/abstract/document/7416637/
3,"Wang, A Filippi, R Rietman, G Leus",Compressive sampling for non-intrusive appliance load monitoring (NALM) using current waveforms,5,2012,http://www.actapress.com/Abstract.aspx?paperId=454147
4," Fan, X Liu, WC Lee…",Efficient time series disaggregation for non-intrusive appliance load monitoring,5,2012,http://ieeexplore.ieee.org/abstract/document/6331987/
5,"Cleemput, MA Mustafa…",High assurance smart metering,5,2016,http://ieeexplore.ieee.org/abstract/document/7423169/
6,"Campillo, F Wallin, D Torstensson…",Energy demand model design for forecasting electricity consumption and simulating demand response scenarios in Sweden,5,0,http://www.diva-portal.org/smash/record.jsf?pid=diva2:582603
7,"Kessler, CM Flath, K Böhm",Allocative and strategic effects of privacy enhancement in smart grids,5,2015,http://www.sciencedirect.com/science/article/pii/S0306437914001513
8,McCulloch,Reducing domestic energy consumption through behaviour modification,5,2009,https://ora.ox.ac.uk/objects/uuid:ac11b371-82e3-4091-930c-ff0b28b9704e
9,"Yang, L Su, M Khan, M Lemay…",Power-based diagnosis of node silence in remote high-end sensing systems,5,2015,http://dl.acm.org/citation.cfm?id=2661639
0,"Parson, M Weal, A Rogers",A scalable non-intrusive load monitoring system for fridge-freezer energy efficiency estimation,5,2014,http://nilmworkshop.org/2014/proceedings/parson_scalable.pdf
1,"Ducange, F Marcelloni…",An algorithm based on finite state machines with fuzzy transitions for non-intrusive load disaggregation,5,2012,http://ieeexplore.ieee.org/abstract/document/6388010/
2,"Paganelli, F Paradiso, S Turchi, A Luchetta…",Appliance recognition in an OSGi-based home energy management gateway,5,2015,https://www.hindawi.com/journals/ijdsn/aa/937356/abs/
3,"Batra, A Singh, K Whitehouse",Gemello: Creating a detailed energy breakdown from just the monthly electricity bill,5,2016,http://dl.acm.org/citation.cfm?id=2939735
4,"Bacurau, A Dante, L Duarte, E Ferreira",Experimental investigation on the load signature parameters for non-intrusive load monitoring,5,2015,http://red.pe.org.pl/articles/2015/8/22.pdf
5,"Fitta, S Biza, M Lehtonen, T Nieminen…",Exploring techniques for monitoring electric power consumption in households,5,2010,https://www.researchgate.net/profile/Giulio_Jacucci/publication/265119778_Exploring_Techniques_for_Monitoring_Electric_Power_Consumption_in_Households/links/56a398d808ae1b651130686e.pdf
6,"Wang, X Hao, L Song, C Wu, Y Wang, C Hu…",Monitoring massive appliances by a minimal number of smart meters,5,2014,http://dl.acm.org/citation.cfm?id=2544376
7, Fitta,Load classification and appliance fingerprinting for residential load monitoring system,5,2010,https://aaltodoc.aalto.fi/handle/123456789/3343
8,"Kang, M Jin, CJ Spanos",Modeling of end-use energy profile: An appliance-data-driven stochastic approach,5,2014,http://ieeexplore.ieee.org/abstract/document/7049322/
9," Reeg, TJ Overbye",Algorithm development for non-intrusive load monitoring for verification and diagnostics,5,2010,http://ieeexplore.ieee.org/abstract/document/5619600/
0,Shi,Power Quality Impact of Photovoltaic Systems on Residential Distribution Networks,5,2014,https://era.library.ualberta.ca/files/h702q6756
1,Yang,Contributions to smart metering protocol design and data analytics,5,2015,https://digital.lib.washington.edu/researchworks/handle/1773/33807
2,"Clement, J Ploennigs, K Kabitzsch",Detecting activities of daily living with smart meters,6,2014,http://link.springer.com/chapter/10.1007/978-3-642-37988-8_10
3,"Cortés, GE Dullerud, S Han, J Le Ny…",Differential privacy in control and network systems,5,2016,http://ieeexplore.ieee.org/abstract/document/7798915/
4,"Filippi, A Pandharipande, A Lelkens…",Multi-appliance power disaggregation: An approach to energy monitoring,5,2010,http://ieeexplore.ieee.org/abstract/document/5771809/
5,"Breed, J Delport",Non-intrusive load monitoring of residential appliances,5,2001,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.477.2872&rep=rep1&type=pdf
6,"Bergés, L Soibelman, HS Matthews…",Evaluating the electric consumption of residential buildings: Current practices and future prospects,5,2010,http://ascelibrary.org/doi/abs/10.1061/41109(373)8
7,璐， 贾宏杰,一种适用于非侵入式负荷监测的暂态事件检测算法,11,2011,http://aeps.alljournals.ac.cn/aeps/ch/reader/create_pdf.aspx?file_no=201008116&flag=&journal_id=aeps&year_id=2011
8,博士， 小野田崇， 由本勝久， 中野幸夫…,建物の外から電気機器の使用実態を把握するモニタリングシステム-実家庭への適用実験,11,2004,https://www.jstage.jst.go.jp/article/ieejeiss/124/9/124_9_1874/_article/-char/ja/
9," Esa, MP Abdullah, MY Hassan",A review disaggregation method in Non-intrusive Appliance Load Monitoring,4,2016,http://www.sciencedirect.com/science/article/pii/S1364032116303392
0,"Wang, X Luo, W Zhang",Unsupervised energy disaggregation with factorial hidden Markov models based on generalized backfitting algorithm,4,2013,http://ieeexplore.ieee.org/abstract/document/6718469/
1,"Donaldson, M McCulloch",Utility metering,4,2014,https://www.google.com/patents/US8843334
2," Yu, P Mirowski, TK Ho",A sparse coding approach to household electricity demand forecasting in smart grids,4,2017,http://ieeexplore.ieee.org/abstract/document/7390295/
3,"Barsocchi, E Ferro, F Palumbo…",Smart meter led probe for real-time appliance load monitoring,4,2014,http://ieeexplore.ieee.org/abstract/document/6985287/
4,"Iwayemi, C Zhou",Leveraging smart meters for residential energy disaggregation,4,2014,http://ieeexplore.ieee.org/abstract/document/6939461/
5,"Bu, D Zhao, Y Liu, Q Guan",A hierarchical classification algorithm for evaluating energy consumption behaviors,4,2014,http://ieeexplore.ieee.org/abstract/document/6889879/
6," Kuruppu, NA Kulatunga",Smart meter based non-intrusive appliance detection algorithm for local real time feedback purposes,4,2012,http://ieeexplore.ieee.org/abstract/document/6303108/
7,"Hu, X Cheng, Z Tian, J Yu, K Akkaya…",An attribute-based signcryption scheme to secure attribute-defined multicast communications,4,2015,https://link.springer.com/chapter/10.1007/978-3-319-28865-9_23
8,Cicchetti,Could not catch title,4,0,Look manually at: https://scholar.google.com/scholar?start=490&q=non+intrusive+load+monitoring
9,"Conti, M Nati, E Rotundo, R Spolaor",Mind The Plug! Laptop-User Recognition Through Power Consumption,4,2016,http://dl.acm.org/citation.cfm?id=2899009
0,"Jung, A Savvides, A Bamis",Tracking appliance usage information in residential settings using off-the-shelf low-frequency meters,4,2012,http://dl.acm.org/citation.cfm?id=2228393
1,"Erkin, JR Troncos",An Overview of Privacy-Preserving Data Aggregation in Smart Metering Systems,4,2013,http://gpsc.uvigo.es/sites/default/files/publications/smartmeteringspm2013.pdf
2,"Gao, H Yang",Non-intrusive load identification by fuzzy cluster analysis based on active power,4,2012,http://ieeexplore.ieee.org/abstract/document/6307566/
3," Racines, JE Candelo",Non Intrusive Load Identification with Power and Impedance obtained from Smart Meters,4,2014,http://www.enggjournals.com/ijet/docs/IJET14-06-04-723.pdf
4,"Mauch, B Yang",A new approach for supervised power disaggregation by using a deep recurrent LSTM network,4,2015,http://ieeexplore.ieee.org/abstract/document/7418157/
5," Cao, TK Wijaya, K Aberer…",A collaborative framework for annotating energy datasets,4,2015,http://ieeexplore.ieee.org/abstract/document/7364072/
6,"Gillani, F Laforest, G Picard",A Generic Ontology for Prosumer-Oriented Smart Grid.,4,2014,https://pdfs.semanticscholar.org/d090/da78b0566332b338dfaea9a10313f483b5f4.pdf
7," Ny, GJ Pappas",Differentially private kalman filtering,4,2012,https://arxiv.org/abs/1207.4592
8,"Arberet, A Hutter",Non-intrusive load curve disaggregation using sparse decomposition with a translation-invariant boxcar dictionary,4,2014,http://ieeexplore.ieee.org/abstract/document/7028915/
9,"Figueiredo, B Ribeiro…",On the optimization of appliance loads inferred by probabilistic models,4,2014,http://nilmworkshop.org/2014/proceedings/figueiredo_optimization.pdf
0,"Kelly, W Knottenbelt",Disaggregating multi-state appliances from smart meter data,4,2012,http://www.sigmetrics.org/sigmetrics2012/student_poster/SIGMETRICS2012_Poster_Abstract_Kelly.pdf
1,"Tewolde, JC Fritch, JP Longtin",High-resolution meter reading technique for appliance gas usage monitoring for the smart grid,4,2011,http://ieeexplore.ieee.org/abstract/document/6135876/
2,"AbuAli, J Lee, W Zhao",Methods and systems for energy prognosis,4,2013,https://www.google.com/patents/US8527223
3,"Nguyen, S Alshareef, A Gilani…",A novel feature extraction and classification algorithm based on power components using single-point monitoring for NILM,4,2015,http://ieeexplore.ieee.org/abstract/document/7129156/
4,"Jazizadeh, B Beceri",Unsupervised clustering of residential electricity consumption measurements for facilitated user-centric non-intrusive load monitoring,4,2014,http://ascelibrary.org/doi/abs/10.1061/9780784413616.232
5, Samarakoon,Use of smart meters for frequency and voltage control,4,2012,http://orca.cf.ac.uk/id/eprint/35740
6," Ratliff, R Dong, H Ohlsson…",Privacy and customer segmentation in the smart grid,4,2014,http://ieeexplore.ieee.org/abstract/document/7039714/
7,"Maitre, G Glon, S Gaboury, B Bouchard…","Efficient Appliances Recognition in Smart Homes Based on Active and Reactive Power, Fast Fourier Transform and Decision Trees.",4,2015,http://www.aaai.org/ocs/index.php/WS/AAAIW15/paper/download/9894/10146
8,Souilmi,System and method for electric patterns discovery,4,2013,https://www.google.com/patents/US8412491
9,"Munir, JA Stankovic",Failuresense: Detecting sensor failure using electrical appliances in the home,4,2014,http://ieeexplore.ieee.org/abstract/document/7035667/
0,"Liu, L Nie, Z Xu",The input-sensing problem in ternary computing and its application in household energy-saving,4,2011,http://dl.acm.org/citation.cfm?id=2065121
1," Berges, HS Matthews…",A system for disaggregating residential electricity consumption by appliance,4,2010,http://ieeexplore.ieee.org/abstract/document/5507758/
2,"Salles, W Xu",Information extraction from PQ disturbances—An emerging direction of power quality research,4,2012,http://ieeexplore.ieee.org/abstract/document/6381165/
3,"Nikolaev, Y Rangelov, V Valchev…",Technique for indirect analysis of domestic power consumers based on power pattern recognition for smart energy metering,4,2013,http://ieeexplore.ieee.org/abstract/document/6596397/
4,"You, R Raich, Y Huang",An inference framework for detection of home appliance activation from voltage measurements,4,2014,http://ieeexplore.ieee.org/abstract/document/6854762/
5," Figueiredo, A de Almeida…",Smart home: A novel model for denoising an electrical signal,4,2011,http://ieeexplore.ieee.org/abstract/document/6121752/
6,Molazem,Security and Privacy of Smart Meters: A Survey,5,2012,https://pdfs.semanticscholar.org/7678/cd5b075cd8125058f559bfd2bfb037f87a5b.pdf
7,"Reinhardt, D Egarter, G Konstantinou…",Worried about privacy? let your pv converter cover your electricity consumption fingerprints,4,2015,http://ieeexplore.ieee.org/abstract/document/7436271/
8," Patel, MS Reynolds, S Gupta…",Electrical event detection device and method of detecting and classifying electrical power usage,4,2014,https://www.google.com/patents/US8712732
9,"Tang, K Wu, J Lei, W Xiao",The meter tells you are at home! non-intrusive occupancy detection via load curve data,4,2015,http://ieeexplore.ieee.org/abstract/document/7436415/
0,"Batra, A Singh, P Singh, H Dutta, V Sarangan…",Data Driven Energy Efficiency in Buildings,4,2014,https://arxiv.org/abs/1404.7227
1,"Liao, D Formby, C Day…",Towards secure metering data analysis via distributed differential privacy,4,2014,http://ieeexplore.ieee.org/abstract/document/6903641/
2,"Kessler, E Buchmann, K Böhm",Deploying and evaluating pufferfish privacy for smart meter data,4,2015,http://ieeexplore.ieee.org/abstract/document/7518232/
3,"Yoo, B Park, K Hur",Context awareness-based disaggregation of residential load Consumption,4,2011,http://www.sciencedirect.com/science/article/pii/S1474667016458246
4,"Kuhns, PR Edwards, G Nikolich…",Utility monitoring systems and methods of use,4,2013,https://www.google.com/patents/US8396821
5," Yang, CS Soh, VV Yap",A systematic approach to ON-OFF event detection and clustering analysis of non-intrusive appliance load monitoring,4,2015,http://link.springer.com/article/10.1007/s11708-015-0358-6
6," Peer, D Engel, SB Wicker",Hierarchical key management for multi-resolution load data representation,4,2014,http://ieeexplore.ieee.org/abstract/document/7007767/
7,"Makonin, W Sung, RD Cruz, B Yarrow…",Inspiring energy conservation through open source metering hardware and embedded real-time load disaggregation,4,2013,http://ieeexplore.ieee.org/abstract/document/6837120/
8, Anderson,Non-intrusive load monitoring: Disaggregation of energy by unsupervised power consumption clustering,4,2014,http://search.proquest.com/openview/d39dd3fc0ad3b96911a0303c22940d6e/1?pq-origsite=gscholar&cbl=18750&diss=y
9,"Hoogsteen, JO Krist, V Bakker…",Non-intrusive appliance recognition,4,2012,http://ieeexplore.ieee.org/abstract/document/6465688/
0," Rogers, E Carley, S Deo, F Grossberg","How Information and Communications Technologies Will Change the Evaluation, Measurement, and Verification of Energy Efficiency Programs",4,2015,http://kms.energyefficiencycentre.org/sites/default/files/ie1503.pdf
1,"Meehan, S Phelan, C McArdle…",Temporal and frequency analysis of power signatures for common household appliances,4,2012,http://ieeexplore.ieee.org/abstract/document/6513828/
2," Chang, PW Wiratha, N Chen",A non-intrusive load monitoring system using an embedded system for applications to unbalanced residential distribution systems,4,2014,http://www.sciencedirect.com/science/article/pii/S1876610214027568
3," Feng, HM Hoe, MP Abdullah…",Tracing of energy consumption by using harmonic current,4,2013,http://ieeexplore.ieee.org/abstract/document/7002628/
4, Proper,Automated classification of power signals,4,2008,http://calhoun.nps.edu/handle/10945/3699
5,Lam， 林凱儀.,Voltage-current trajectory: a 2-dimensional approach to understand electrical load signatures,4,2007,https://hub.hku.hk/handle/10722/51456
6,"Yoshimoto, Y Nakano, Y Amano…",Neural networks applied to non-intrusive load monitoring system,8,2002,https://www.jstage.jst.go.jp/article/ieejeiss1987/122/8/122_8_1351/_article/-char/ja/
7,"Mathis, A Rumsch, R Kistler…",Improving the recognition performance of NIALM algorithms through technical labeling,3,2014,http://ieeexplore.ieee.org/abstract/document/6962291/
8,"Abubakar, SN Khalid, MW Mustafa…",An overview of Non-intrusive load monitoring methodologies,3,2015,http://ieeexplore.ieee.org/abstract/document/7409513/
9,"Alasalmi, J Suutala, J Röning",Real-time non-intrusive appliance load monitor,3,2012,http://www.ee.oulu.fi/research/bisg/files/pdf/SMARTGREENS_2012_25_CR.pdf
0, Barker,Model-driven analytics of energy meter data in smart homes,3,2014,http://scholarworks.umass.edu/dissertations_2/156/?utm_source=scholarworks.umass.edu%2Fdissertations_2%2F156&utm_medium=PDF&utm_campaign=PDFCoverPages
1," Bouhouras, GT Andreou…",Signature of residential low voltage loads,3,2012,http://ieeexplore.ieee.org/abstract/document/6209919/
2,"Jiang, S Luo, J Li",Intelligent electrical event recognition on general household power appliances,3,2014,http://ieeexplore.ieee.org/abstract/document/6877183/
3," Barsim, B Yang",Toward a semi-supervised non-intrusive load monitoring system for event-based energy disaggregation,3,2015,http://ieeexplore.ieee.org/abstract/document/7418156/
4," Barsim, L Mauch, B Yang",Neural Network Ensembles to Real-time Identification of Plug-level Appliance Measurements,3,2016,https://www.researchgate.net/profile/Karim_Said_Barsim/publication/301771233_Neural_Network_Ensembles_to_Real-time_Identification_of_Plug-level_Appliance_Measurements/links/572718de08ae586b21e1e5f6/Neural-Network-Ensembles-to-Real-time-Identification-of-Plug-level-Appliance-Measurements.pdf
5," Yip, KS Wong, RCW Phan, SW Tan…",A Privacy-Preserving and Cheat-Resilient electricity consumption reporting Scheme for smart grids,3,2014,http://ieeexplore.ieee.org/abstract/document/6878971/
6,"Werner, J Lundén",Smart Load Tracking and Reporting for Real-Time Metering in Electric Power Grids,3,2016,http://ieeexplore.ieee.org/abstract/document/7229338/
7,"Schoofs, AG Ruzzelli, GMP O'Hare",VLAN auditing for preliminary assessment of after hours networked equipment electricity wastage,3,2011,http://www.sciencedirect.com/science/article/pii/S0360544211006293
8,"Klein, J Merckle, D Benyoucef…",Test bench and quality measures for non-intrusive load monitoring algorithms,4,2013,http://ieeexplore.ieee.org/abstract/document/6699946/
9,Sankara,Energy disaggregation in NIALM using hidden Markov models,3,2014,http://search.proquest.com/openview/19a2d2e414b5b8e5e529ff72f3f9edc8/1?pq-origsite=gscholar&cbl=18750&diss=y
0,"Werner, J Lunden",Event-triggered real-time metering in smart grids,3,2015,http://ieeexplore.ieee.org/abstract/document/7362875/
1,"Aiad, PH Lee",Non-intrusive load disaggregation with adaptive estimations of devices main power effects and two-way interactions,3,2016,http://www.sciencedirect.com/science/article/pii/S0378778816307472
2," Agyeman, S Han, S Han",Real-time recognition non-intrusive electrical appliance monitoring algorithm for a residential building energy management system,3,2015,http://www.mdpi.com/1996-1073/8/9/9029/htm
3,"Tan, J Góme",Privacy-cost trade-offs in demand-side management with storage,3,2017,http://ieeexplore.ieee.org/abstract/document/7827910/
4,Jawurek,Privacy in smart grids,3,2013,https://opus4.kobv.de/opus4-fau/oai/container/index/docId/3645
5,"Filippi, R Rietman, Y Wang…",Voltage only multi-appliance power disaggregation,3,2012,http://ieeexplore.ieee.org/abstract/document/6348282/
6,"Pereira, N Nunes, M Bergés",SURF and SURF-PI: a file format and API for non-intrusive load monitoring public datasets,3,2014,http://dl.acm.org/citation.cfm?id=2602078
7,"De Baets, J Ruyssinck, D Deschrijver…",Event detection in NILM using cepstrum smoothing,4,2016,https://biblio.ugent.be/publication/7242713/file/7242718
8," Tabatabaei, S Dick, W Xu",Toward non-intrusive load monitoring via multi-label classification,4,2017,http://ieeexplore.ieee.org/abstract/document/7498597/
9,"Jonetzko, M Detzler, KU Gollmer…",High frequency non-intrusive electric device detection and diagnosis,3,2015,http://ieeexplore.ieee.org/abstract/document/7297979/
0,"Karjalainen, K Piira",Improving the possibilities to monitor energy consumption at home,3,2007,http://www.irbnet.de/daten/iconda/CIB8100.pdf
1," Park, BH Wang",Algorithm of analysing electric power signal for home electric power monitoring in non-intrusive way,3,2011,http://www.koreascience.or.kr/article/ArticleFullRecord.jsp?cn=PJJNBT_2011_v21n6_679
2,"Enríquez, MJ Jiménez, MR Heras",Towards non-intrusive thermal load Monitoring of buildings: BES calibration,3,2017,http://www.sciencedirect.com/science/article/pii/S0306261917300570
3," Sintov, MD Orosz, PW Schultz",Personalized Energy Reduction Cyber-physical System (PERCS): A Gamified End-User Platform for Energy Efficiency and Demand Response,3,2015,http://link.springer.com/chapter/10.1007/978-3-319-20804-6_55
4,"Mauch, B Yang",A novel DNN-HMM-based approach for extracting single loads from aggregate power signals,3,2016,http://ieeexplore.ieee.org/abstract/document/7472104/
5,"Wang, G Zheng",The application of NILM in energy evaluation of smart home: Contrast with IPv6,3,2011,http://ieeexplore.ieee.org/abstract/document/5777607/
6,"Suzdalenko, I Galkin",Case study on using non-intrusive load monitoring system with renewable energy sources in intelligent grid applications,3,2013,http://ieeexplore.ieee.org/abstract/document/6601139/
